"","accession","organism","taxon_id"
"5511","O60825","Homo sapiens",9606
"5512","Q6BCY4","Homo sapiens",9606
"5513","P25358","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5514","Q05948","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5515","Q7Z4H8","Homo sapiens",9606
"5516","P20486","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5517","P25815","Homo sapiens",9606
"5518","P56508","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5519","P38428","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5520","O75208","Homo sapiens",9606
"5521","O15379","Homo sapiens",9606
"5522","P0ABA6","Escherichia coli (strain K12)",83333
"5523","P38773","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5524","P38774","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5525","O60437","Homo sapiens",9606
"5526","P0C5L4","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5527","P12883","Homo sapiens",9606
"5528","Q9Y623","Homo sapiens",9606
"5529","P13533","Homo sapiens",9606
"5530","P16050","Homo sapiens",9606
"5531","P25382","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5532","Q14409","Homo sapiens",9606
"5533","P32189","Homo sapiens",9606
"5534","P37652","Escherichia coli (strain K12)",83333
"5535","P38959","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5536","P39970","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5537","P40885","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5538","P54862","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5539","P40441","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5540","P53038","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5541","P77439","Escherichia coli (strain K12)",83333
"5542","P77658","Escherichia coli (strain K12)",83333
"5543","Q13402","Homo sapiens",9606
"5544","Q13813","Homo sapiens",9606
"5545","Q14527","Homo sapiens",9606
"5546","Q14643","Homo sapiens",9606
"5547","Q3BBV2","Homo sapiens",9606
"5548","P0DPF3","Homo sapiens",9606
"5549","Q14571","Homo sapiens",9606
"5550","Q5SYB0","Homo sapiens",9606
"5551","Q86UQ4","Homo sapiens",9606
"5552","Q86WG5","Homo sapiens",9606
"5553","Q86YS3","Homo sapiens",9606
"5554","Q8IVF5","Homo sapiens",9606
"5555","Q8N3R9","Homo sapiens",9606
"5556","Q8NDH2","Homo sapiens",9606
"5557","Q8NDM7","Homo sapiens",9606
"5558","Q8NF91","Homo sapiens",9606
"5559","Q8TC59","Homo sapiens",9606
"5560","Q8WXH0","Homo sapiens",9606
"5561","Q8WXX0","Homo sapiens",9606
"5562","Q8WZ42","Homo sapiens",9606
"5563","Q96CN9","Homo sapiens",9606
"5564","Q96JB1","Homo sapiens",9606
"5565","Q96QV1","Homo sapiens",9606
"5566","Q99996","Homo sapiens",9606
"5567","Q9BV73","Homo sapiens",9606
"5568","Q9BX26","Homo sapiens",9606
"5569","Q9BY66","Homo sapiens",9606
"5570","Q9H5I5","Homo sapiens",9606
"5571","Q9H6L5","Homo sapiens",9606
"5572","Q9NQW1","Homo sapiens",9606
"5573","Q9NRC6","Homo sapiens",9606
"5574","Q9P281","Homo sapiens",9606
"5575","Q9UI33","Homo sapiens",9606
"5576","Q9Y5Y9","Homo sapiens",9606
"5577","Q14524","Homo sapiens",9606
"5578","Q9Y2K3","Homo sapiens",9606
"5579","Q9NZJ9","Homo sapiens",9606
"5580","A0A024RBG1","Homo sapiens",9606
"5581","Q96G61","Homo sapiens",9606
"5582","Q8NFP7","Homo sapiens",9606
"5583","A0A1B0GTU1","Homo sapiens",9606
"5584","A0A2R8Y4L2","Homo sapiens",9606
"5585","Q9Y2G9","Homo sapiens",9606
"5586","A4UGR9","Homo sapiens",9606
"5587","A6NHL2","Homo sapiens",9606
"5588","A6NHQ2","Homo sapiens",9606
"5589","A6NKT7","Homo sapiens",9606
"5590","Q7Z3J3","Homo sapiens",9606
"5591","A8MTA8","Homo sapiens",9606
"5592","Q15928","Homo sapiens",9606
"5593","Q3SXZ3","Homo sapiens",9606
"5594","C9JLW8","Homo sapiens",9606
"5595","Q6S8J3","Homo sapiens",9606
"5596","A5A3E0","Homo sapiens",9606
"5597","P0CG38","Homo sapiens",9606
"5598","P68032","Homo sapiens",9606
"5599","P62736","Homo sapiens",9606
"5600","P63267","Homo sapiens",9606
"5601","Q9H853","Homo sapiens",9606
"5602","Cont_Q2HJ86",NA,NA
"5603","P0DPH8","Homo sapiens",9606
"5604","P0DPH7","Homo sapiens",9606
"5605","Q6PEY2","Homo sapiens",9606
"5606","A6NNZ2","Homo sapiens",9606
"5607","P40123","Homo sapiens",9606
"5608","E9PAV3","Homo sapiens",9606
"5609","Q13765","Homo sapiens",9606
"5610","Q9BZK3","Homo sapiens",9606
"5611","Q13367","Homo sapiens",9606
"5612","O00264","Homo sapiens",9606
"5613","O00291","Homo sapiens",9606
"5614","O60518","Homo sapiens",9606
"5615","Q05902","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5616","O15523","Homo sapiens",9606
"5617","O00763","Homo sapiens",9606
"5618","O14647","Homo sapiens",9606
"5619","P32657","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5620","Q9HCK8","Homo sapiens",9606
"5621","Q3L8U1","Homo sapiens",9606
"5622","Q9P2D1","Homo sapiens",9606
"5623","Q8TAA3","Homo sapiens",9606
"5624","O14908","Homo sapiens",9606
"5625","O14949","Homo sapiens",9606
"5626","P24844","Homo sapiens",9606
"5627","O14957","Homo sapiens",9606
"5628","Q8N8A2","Homo sapiens",9606
"5629","O15117","Homo sapiens",9606
"5630","O15126","Homo sapiens",9606
"5631","Q92747","Homo sapiens",9606
"5632","Q8IZP6","Homo sapiens",9606
"5633","Q6PFW1","Homo sapiens",9606
"5634","O43318","Homo sapiens",9606
"5635","O43432","Homo sapiens",9606
"5636","Q8NHP1","Homo sapiens",9606
"5637","O43502","Homo sapiens",9606
"5638","P36149","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5639","O43760","Homo sapiens",9606
"5640","Q96HN2","Homo sapiens",9606
"5641","Q9H4I0","Homo sapiens",9606
"5642","O60244","Homo sapiens",9606
"5643","P28370","Homo sapiens",9606
"5644","Q9UPT6","Homo sapiens",9606
"5645","O60361","Homo sapiens",9606
"5646","O60522","Homo sapiens",9606
"5647","O60573","Homo sapiens",9606
"5648","O60641","Homo sapiens",9606
"5649","O60645","Homo sapiens",9606
"5650","O15131","Homo sapiens",9606
"5651","P43355","Homo sapiens",9606
"5652","P43361","Homo sapiens",9606
"5653","A2A368","Homo sapiens",9606
"5654","A8MXT2","Homo sapiens",9606
"5655","Q96M61","Homo sapiens",9606
"5656","O15480","Homo sapiens",9606
"5657","Q5VZ89","Homo sapiens",9606
"5658","A0A2R8Y619","Homo sapiens",9606
"5659","Q15059","Homo sapiens",9606
"5660","O75027","Homo sapiens",9606
"5661","Q06455","Homo sapiens",9606
"5662","Q8IYJ1","Homo sapiens",9606
"5663","Q96A23","Homo sapiens",9606
"5664","O95741","Homo sapiens",9606
"5665","Q86YQ8","Homo sapiens",9606
"5666","Q9HCH3","Homo sapiens",9606
"5667","Q9UBL6","Homo sapiens",9606
"5668","Q9Y5I4","Homo sapiens",9606
"5669","O75155","Homo sapiens",9606
"5670","O75170","Homo sapiens",9606
"5671","Q8WWF6","Homo sapiens",9606
"5672","Q8NHS0","Homo sapiens",9606
"5673","P25686","Homo sapiens",9606
"5674","O95670","Homo sapiens",9606
"5675","O75351","Homo sapiens",9606
"5676","Q9P0M6","Homo sapiens",9606
"5677","Q6NWY9","Homo sapiens",9606
"5678","Q8WXF0","Homo sapiens",9606
"5679","O75528","Homo sapiens",9606
"5680","O75665","Homo sapiens",9606
"5681","O75691","Homo sapiens",9606
"5682","O75791","Homo sapiens",9606
"5683","O75828","Homo sapiens",9606
"5684","O75908","Homo sapiens",9606
"5685","O75970","Homo sapiens",9606
"5686","P80668","Escherichia coli (strain K12)",83333
"5687","P47895","Homo sapiens",9606
"5688","O94842","Homo sapiens",9606
"5689","O15405","Homo sapiens",9606
"5690","Q96NM4","Homo sapiens",9606
"5691","O94900","Homo sapiens",9606
"5692","O94880","Homo sapiens",9606
"5693","O94905","Homo sapiens",9606
"5694","O75477","Homo sapiens",9606
"5695","O95168","Homo sapiens",9606
"5696","O95229","Homo sapiens",9606
"5697","Q2VIQ3","Homo sapiens",9606
"5698","Q9Y496","Homo sapiens",9606
"5699","Q6ZMV9","Homo sapiens",9606
"5700","O95379","Homo sapiens",9606
"5701","O95563","Homo sapiens",9606
"5702","O95573","Homo sapiens",9606
"5703","O95619","Homo sapiens",9606
"5704","O95630","Homo sapiens",9606
"5705","Q9UEW8","Homo sapiens",9606
"5706","Q13472","Homo sapiens",9606
"5707","O95999","Homo sapiens",9606
"5708","O96017","Homo sapiens",9606
"5709","O94805","Homo sapiens",9606
"5710","O96028","Homo sapiens",9606
"5711","Q6ZMR3","Homo sapiens",9606
"5712","P07864","Homo sapiens",9606
"5713","Q9BYZ2","Homo sapiens",9606
"5714","P0ADY1","Escherichia coli (strain K12)",83333
"5715","P0A9B6","Escherichia coli (strain K12)",83333
"5716","Cont_P00366",NA,NA
"5717","P00447","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5718","Cont_A6QPQ2",NA,NA
"5719","Q8WW52","Homo sapiens",9606
"5720","P42684","Homo sapiens",9606
"5721","P00546","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5722","P51955","Homo sapiens",9606
"5723","P07205","Homo sapiens",9606
"5724","Q9Y6K8","Homo sapiens",9606
"5725","Q96JN2","Homo sapiens",9606
"5726","P00915","Homo sapiens",9606
"5727","P00968","Escherichia coli (strain K12)",83333
"5728","P01112","Homo sapiens",9606
"5729","P01116","Homo sapiens",9606
"5730","P10301","Homo sapiens",9606
"5731","P02042","Homo sapiens",9606
"5732","Q9UP52","Homo sapiens",9606
"5733","P02924","Escherichia coli (strain K12)",83333
"5734","P03841","Escherichia coli (strain K12)",83333
"5735","Cont_P00883",NA,NA
"5736","P04449","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5737","Q96L46","Homo sapiens",9606
"5738","Q99878","Homo sapiens",9606
"5739","Q96KK5","Homo sapiens",9606
"5740","Q9BTM1","Homo sapiens",9606
"5741","Q16777","Homo sapiens",9606
"5742","Q6FI13","Homo sapiens",9606
"5743","P20671","Homo sapiens",9606
"5744","P0C0S8","Homo sapiens",9606
"5745","P13637","Homo sapiens",9606
"5746","P50993","Homo sapiens",9606
"5747","Q13733","Homo sapiens",9606
"5748","P20648","Homo sapiens",9606
"5749","P19657","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5750","Q9H0C2","Homo sapiens",9606
"5751","P18238","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5752","P04710","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5753","Q8NHW5","Homo sapiens",9606
"5754","P05743","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5755","P05745","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5756","P54780","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5757","P0CH09","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5758","P0CH08","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5759","P0CG63","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5760","P17252","Homo sapiens",9606
"5761","P05129","Homo sapiens",9606
"5762","P22676","Homo sapiens",9606
"5763","Q12166","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5764","P06396","Homo sapiens",9606
"5765","Q96Q40","Homo sapiens",9606
"5766","O94921","Homo sapiens",9606
"5767","Q07002","Homo sapiens",9606
"5768","Q00536","Homo sapiens",9606
"5769","Q00537","Homo sapiens",9606
"5770","P32581","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5771","P23293","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5772","Q9NQI0","Homo sapiens",9606
"5773","P06720","Escherichia coli (strain K12)",83333
"5774","Cont_Q9XSJ4",NA,NA
"5775","P13929","Homo sapiens",9606
"5776","P62745","Homo sapiens",9606
"5777","Q16778","Homo sapiens",9606
"5778","P33778","Homo sapiens",9606
"5779","P23527","Homo sapiens",9606
"5780","P06899","Homo sapiens",9606
"5781","Q8N257","Homo sapiens",9606
"5782","P07118","Escherichia coli (strain K12)",83333
"5783","Q15413","Homo sapiens",9606
"5784","P39708","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5785","P07347","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5786","A6NMY6","Homo sapiens",9606
"5787","Q99260","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5788","Q14964","Homo sapiens",9606
"5789","P39732","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5790","P98196","Homo sapiens",9606
"5791","Q14568","Homo sapiens",9606
"5792","Q58FG0","Homo sapiens",9606
"5793","P0DMR1","Homo sapiens",9606
"5794","O60812","Homo sapiens",9606
"5795","B7ZW38","Homo sapiens",9606
"5796","B2RXH8","Homo sapiens",9606
"5797","Q86SE5","Homo sapiens",9606
"5798","A0A096LP55","Homo sapiens",9606
"5799","P07947","Homo sapiens",9606
"5800","P06239","Homo sapiens",9606
"5801","P12931","Homo sapiens",9606
"5802","P06241","Homo sapiens",9606
"5803","P08631","Homo sapiens",9606
"5804","P29803","Homo sapiens",9606
"5805","P41219","Homo sapiens",9606
"5806","P17661","Homo sapiens",9606
"5807","Q16352","Homo sapiens",9606
"5808","P07196","Homo sapiens",9606
"5809","P07197","Homo sapiens",9606
"5810","P12036","Homo sapiens",9606
"5811","P43635","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5812","P63096","Homo sapiens",9606
"5813","P09471","Homo sapiens",9606
"5814","B2RPK0","Homo sapiens",9606
"5815","P09440","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5816","P05062","Homo sapiens",9606
"5817","P0A6G7","Escherichia coli (strain K12)",83333
"5818","P0A6L0","Escherichia coli (strain K12)",83333
"5819","P0A6N8","Escherichia coli (strain K12)",83333
"5820","P0A6Y1","Escherichia coli (strain K12)",83333
"5821","P0A7A9","Escherichia coli (strain K12)",83333
"5822","P0A7L3","Escherichia coli (strain K12)",83333
"5823","P0A7W7","Escherichia coli (strain K12)",83333
"5824","Q96I59","Homo sapiens",9606
"5825","P0A9A9","Escherichia coli (strain K12)",83333
"5826","O14556","Homo sapiens",9606
"5827","P0A9K9","Escherichia coli (strain K12)",83333
"5828","P0A9Q5","Escherichia coli (strain K12)",83333
"5829","P0AB28","Escherichia coli (strain K12)",83333
"5830","P0ABZ6","Escherichia coli (strain K12)",83333
"5831","P14407","Escherichia coli (strain K12)",83333
"5832","P0ACC3","Escherichia coli (strain K12)",83333
"5833","P0ACI6","Escherichia coli (strain K12)",83333
"5834","P0ADE8","Escherichia coli (strain K12)",83333
"5835","P0ADS6","Escherichia coli (strain K12)",83333
"5836","P0ADZ4","Escherichia coli (strain K12)",83333
"5837","P0AE18","Escherichia coli (strain K12)",83333
"5838","P0AEP3","Escherichia coli (strain K12)",83333
"5839","P0C0V0","Escherichia coli (strain K12)",83333
"5840","P0C2H8","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5841","P0C7M4","Homo sapiens",9606
"5842","P39987","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5843","P0CX30","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5844","P0CX29","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5845","P50226","Homo sapiens",9606
"5846","P50225","Homo sapiens",9606
"5847","Q5DJT8","Homo sapiens",9606
"5848","P0DMV2","Homo sapiens",9606
"5849","P0DMV1","Homo sapiens",9606
"5850","Q8NHU0","Homo sapiens",9606
"5851","Q5HYN5","Homo sapiens",9606
"5852","P0DMV0","Homo sapiens",9606
"5853","P0DMU8","Homo sapiens",9606
"5854","P0DMU7","Homo sapiens",9606
"5855","P27482","Homo sapiens",9606
"5856","P0DPB5","Homo sapiens",9606
"5857","P04049","Homo sapiens",9606
"5858","P54652","Homo sapiens",9606
"5859","P11169","Homo sapiens",9606
"5860","Q8TDB8","Homo sapiens",9606
"5861","Q9Y2J2","Homo sapiens",9606
"5862","Q9H4G0","Homo sapiens",9606
"5863","P03962","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5864","P11182","Homo sapiens",9606
"5865","P11217","Homo sapiens",9606
"5866","P06737","Homo sapiens",9606
"5867","P11279","Homo sapiens",9606
"5868","Q969P6","Homo sapiens",9606
"5869","Cont_P08169",NA,NA
"5870","Q9H361","Homo sapiens",9606
"5871","Q4VXU2","Homo sapiens",9606
"5872","Q96DU9","Homo sapiens",9606
"5873","P49590","Homo sapiens",9606
"5874","P06732","Homo sapiens",9606
"5875","P35609","Homo sapiens",9606
"5876","Q08043","Homo sapiens",9606
"5877","P12904","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5878","P51449","Homo sapiens",9606
"5879","P30402","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5880","Q56UQ5","Homo sapiens",9606
"5881","P14406","Homo sapiens",9606
"5882","Q58FF3","Homo sapiens",9606
"5883","P63162","Homo sapiens",9606
"5884","Q6P9B9","Homo sapiens",9606
"5885","Q9UKI9","Homo sapiens",9606
"5886","P09086","Homo sapiens",9606
"5887","P15153","Homo sapiens",9606
"5888","P15700","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5889","P15732","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5890","P15735","Homo sapiens",9606
"5891","P15790","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5892","P15923","Homo sapiens",9606
"5893","P23769","Homo sapiens",9606
"5894","Q12955","Homo sapiens",9606
"5895","P18846","Homo sapiens",9606
"5896","P16333","Homo sapiens",9606
"5897","O43639","Homo sapiens",9606
"5898","P16402","Homo sapiens",9606
"5899","P22492","Homo sapiens",9606
"5900","Q02539","Homo sapiens",9606
"5901","P16435","Homo sapiens",9606
"5902","P16467","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5903","P16520","Homo sapiens",9606
"5904","Q93084","Homo sapiens",9606
"5905","O14983","Homo sapiens",9606
"5906","P48741","Homo sapiens",9606
"5907","P12980","Homo sapiens",9606
"5908","P22694","Homo sapiens",9606
"5909","P18077","Homo sapiens",9606
"5910","P15259","Homo sapiens",9606
"5911","Q8N0Y7","Homo sapiens",9606
"5912","Q8IYT4","Homo sapiens",9606
"5913","P18961","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5914","P19146","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5915","Q2TB90","Homo sapiens",9606
"5916","P19447","Homo sapiens",9606
"5917","P19454","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5918","P32492","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5919","Q12455","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5920","Q16720","Homo sapiens",9606
"5921","Q01814","Homo sapiens",9606
"5922","P20338","Homo sapiens",9606
"5923","P61018","Homo sapiens",9606
"5924","Q9NRW1","Homo sapiens",9606
"5925","Q9UQ88","Homo sapiens",9606
"5926","P15313","Homo sapiens",9606
"5927","P21801","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5928","P41939","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5929","P22105","Homo sapiens",9606
"5930","P22133","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5931","P22696","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5932","Q15560","Homo sapiens",9606
"5933","P23258","Homo sapiens",9606
"5934","Q9NRH3","Homo sapiens",9606
"5935","Q9H930","Homo sapiens",9606
"5936","Q9Y281","Homo sapiens",9606
"5937","P23595","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5938","P23594","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5939","P23833","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5940","P21672","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5941","P24000","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5942","P24784","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5943","Q00526","Homo sapiens",9606
"5944","P25039","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5945","P25043","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5946","P35626","Homo sapiens",9606
"5947","P25374","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5948","O15391","Homo sapiens",9606
"5949","Q96MM3","Homo sapiens",9606
"5950","P25654","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5951","P26263","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5952","P26612","Escherichia coli (strain K12)",83333
"5953","P27253","Escherichia coli (strain K12)",83333
"5954","P31152","Homo sapiens",9606
"5955","Q16659","Homo sapiens",9606
"5956","Q96L21","Homo sapiens",9606
"5957","P28288","Homo sapiens",9606
"5958","P28289","Homo sapiens",9606
"5959","P28817","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5960","P98077","Homo sapiens",9606
"5961","P29468","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5962","P38816","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5963","A6NHG4","Homo sapiens",9606
"5964","O60551","Homo sapiens",9606
"5965","Q8N142","Homo sapiens",9606
"5966","Q9UDT6","Homo sapiens",9606
"5967","O75830","Homo sapiens",9606
"5968","P31133","Escherichia coli (strain K12)",83333
"5969","Q00266","Homo sapiens",9606
"5970","P31327","Homo sapiens",9606
"5971","Q7LG56","Homo sapiens",9606
"5972","P31947","Homo sapiens",9606
"5973","Q01968","Homo sapiens",9606
"5974","P32316","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5975","P35172","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5976","P32474","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5977","Q12046","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5978","O00478","Homo sapiens",9606
"5979","P0A8F8","Escherichia coli (strain K12)",83333
"5980","O15015","Homo sapiens",9606
"5981","P32639","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5982","P32793","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5983","Q12840","Homo sapiens",9606
"5984","O60282","Homo sapiens",9606
"5985","P33202","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5986","P33315","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5987","P33317","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5988","Q9UJA3","Homo sapiens",9606
"5989","P29496","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5990","Q04120","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5991","P35194","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5992","Q07799","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5993","Q75N90","Homo sapiens",9606
"5994","P35270","Homo sapiens",9606
"5995","P36047","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5996","P36059","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"5997","Q96A05","Homo sapiens",9606
"5998","P36873","Homo sapiens",9606
"5999","P84074","Homo sapiens",9606
"6000","P61601","Homo sapiens",9606
"6001","Q9UI15","Homo sapiens",9606
"6002","P38074","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6003","P38131","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6004","O75526","Homo sapiens",9606
"6005","Q8N7X1","Homo sapiens",9606
"6006","P38351","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6007","P38489","Escherichia coli (strain K12)",83333
"6008","P57735","Homo sapiens",9606
"6009","P38698","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6010","P38736","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6011","P38753","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6012","P38755","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6013","P38777","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6014","Q6IA69","Homo sapiens",9606
"6015","P38820","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6016","P38902","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6017","P32465","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6018","P53631","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6019","P39924","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6020","P54854","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6021","P47185","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6022","Q92901","Homo sapiens",9606
"6023","P39099","Escherichia coli (strain K12)",83333
"6024","O95626","Homo sapiens",9606
"6025","O43423","Homo sapiens",9606
"6026","P39721","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6027","Q13948","Homo sapiens",9606
"6028","P39880","Homo sapiens",9606
"6029","P32867","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6030","Q8N465","Homo sapiens",9606
"6031","P39985","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6032","P47102","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6033","P40029","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6034","P40032","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6035","P40066","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6036","P40078","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6037","P40096","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6038","Q92526","Homo sapiens",9606
"6039","P40425","Homo sapiens",9606
"6040","Q6NVV1","Homo sapiens",9606
"6041","Q9BTE0","Homo sapiens",9606
"6042","Q9P2M7","Homo sapiens",9606
"6043","P40956","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6044","Q2VIR3","Homo sapiens",9606
"6045","P42679","Homo sapiens",9606
"6046","O60739","Homo sapiens",9606
"6047","P41816","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6048","P17516","Homo sapiens",9606
"6049","P43363","Homo sapiens",9606
"6050","P43358","Homo sapiens",9606
"6051","O15481","Homo sapiens",9606
"6052","Q96LZ2","Homo sapiens",9606
"6053","Q9C010","Homo sapiens",9606
"6054","Q92995","Homo sapiens",9606
"6055","P53779","Homo sapiens",9606
"6056","P45984","Homo sapiens",9606
"6057","P46673","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6058","P46681","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"6059","Q9NQ39","Homo sapiens",9606
"6060","Q8TDQ7","Homo sapiens",9606
